,place_id,place_name,lat,lng,place_address,category
14510,14903,놀부부대찌게&철판구이,37.652920200000004,127.05037759999999,서울특별시 도봉구 노해로69길  15-9,일반음식점
14517,14904,달인갈매기(광명빌딩),37.5060416,127.02537520000001,서울특별시 강남구 강남대로114길 13,일반음식점
14525,14905,대가순대국,37.66403010000001,127.06788049999999,서울특별시 노원구 한글비석로 452,일반음식점
14531,14906,대문한정식,37.6637126,127.02756389999999,서울특별시 도봉구 시루봉로  139-6,일반음식점
14539,14907,대박고기집(등마루오리한마당),37.5581307,126.8374673,서울특별시 강서구 공항대로36길 9,일반음식점
14546,14908,대원,37.5056933,127.0250529,서울특별시 강남구 강남대로114길 8,일반음식점
14553,14909,대원정,37.468978,127.0406963,서울특별시 서초구 동산로 6,일반음식점
14560,14910,대창타운빌,37.4948615,126.8598277,서울특별시 구로구 개봉로23가길 70,일반음식점
14568,14911,도봉산갈비,37.6860199,127.0456825,서울특별시 도봉구 도봉로  915,일반음식점
14574,14912,돈촌삼겹살,37.5819419,127.0879091,서울특별시 중랑구 사가정로51길 21,일반음식점
14578,14913,동구밖 장작구이(단군의땅),37.5263454,127.14503059999998,서울특별시 강동구 진황도로 227,일반음식점
14582,14914,동굴과 화로구이(뉴명성),37.6021869,126.92828459999998,서울특별시 은평구 은평로  185,일반음식점
14587,14915,둘레길주막미담,37.65551729999999,126.9495152,서울특별시 은평구 대서문길  43-7,일반음식점
14592,14916,뚝심,37.4799003,126.95559340000001,서울특별시 관악구 남부순환로  1852,일반음식점
14597,14917,마루갈비,37.551969299999996,127.14427079999999,서울특별시 강동구 양재대로 1642,일반음식점
14601,14918,만가화로구이,37.5729584,126.81299009999998,서울특별시 강서구 양천로18길 9,일반음식점
14607,14919,만석장,37.6558778,126.9495666,서울특별시 은평구 대서문길  43-10,일반음식점
14612,14920,맛있는고기구워먹는곳,37.4987422,126.9521067,서울특별시 동작구 상도로37길 62,일반음식점
14616,14922,명가설렁탕,37.4860585,126.98499140000001,서울특별시 서초구 서초대로  23,일반음식점
14622,14923,명문의집,37.569156400000004,127.0484733,서울특별시 성동구 마장로 360,일반음식점
14629,14924,몽골찬한우,37.6014402,127.0232932,서울특별시 성북구 동소문로  212-66,일반음식점
14635,14925,무봉리토종순대국,37.652441499999995,127.05007169999999,서울특별시 도봉구 노해로67길 2,일반음식점
14640,14926,미가할매,37.4877179,126.92901090000002,서울특별시 관악구 신림로 374,일반음식점
14646,14927,미담,37.5318241,126.87607560000001,서울특별시 양천구 목동서로 133-4,일반음식점
14651,14928,미락(신성빌딩),37.5517744,126.8641275,서울특별시 강서구 공항대로  519,일반음식점
14654,14929,민속촌(용강빌딩),37.5251882,127.05219209999998,서울특별시 강남구 도산대로 535,일반음식점
14658,14930,바달비,37.4879703,126.9294935,서울특별시 관악구 봉천로12길  17,일반음식점
14663,14931,박미선 별난갈비,37.4788989,126.9574855,서울특별시 관악구 봉천로  535,일반음식점
14669,14932,벽제갈비,37.556768100000006,126.93708970000002,서울특별시 서대문구 연세로 14,일반음식점
14674,14933,별당보리밥,37.64656710000001,127.0088563,서울특별시 강북구 4.19로 51,일반음식점
14679,14934,보름달,37.50369439999999,127.04053459999999,서울특별시 강남구 테헤란로37길 22,일반음식점
14683,14935,보성식당,37.67209920000001,127.08257590000001,서울특별시 노원구 덕릉로 849,일반음식점
14688,14936,본가,37.6557096,127.06460190000001,서울특별시 노원구 노해로83길 10-4,일반음식점
14694,14938,봉산집,37.51194570000001,127.05434540000002,서울특별시 강남구 삼성로 564,일반음식점
14700,14939,봉우리,37.503037400000004,127.0381676,서울특별시 강남구 논현로94길  25-3,일반음식점
14704,14940,봉추찜닭(신사빌딩),37.518876899999995,127.02361859999999,서울특별시 강남구 도산대로13길 14-4,일반음식점
14710,14941,봉피양마포점(오늘도안동한우),37.5401064,126.9429259,서울특별시 마포구 토정로  308,일반음식점
14715,14942,불고기 브라더스 서교점,37.5535958,126.918773,서울특별시 마포구 양화로 107,일반음식점
14720,14943,빵경이네 도야지,37.5051419,127.0408191,서울특별시 강남구 테헤란로39길 40,일반음식점
14726,14944,산봉냉면,37.497528100000004,127.05357169999999,서울특별시 강남구 선릉로62길  13,일반음식점
14731,14945,산화로구이,37.55904500000001,126.83878100000001,서울특별시 강서구 강서로  374,일반음식점
14736,14946,삼수갑산,37.4755848,126.97971229999999,서울특별시 관악구 남현1길  38-9,일반음식점
14741,14947,삼호가든,37.5207749,126.8456437,서울특별시 양천구 신월로 210,일반음식점
14743,14948,삼호복집,37.5565304,126.9350031,서울특별시 서대문구 연세로5다길 10,일반음식점
14749,14949,상도갈비,37.5058906,126.95017079999998,서울특별시 동작구 매봉로 13,일반음식점
14755,14950,새마을식당,37.655590000000004,127.06398,서울특별시 노원구 노해로81길 12-20,일반음식점
14760,14951,새마을식당(덕당빌딩),37.5199562,127.03116240000001,서울특별시 강남구 논현로150길  33,일반음식점
14764,14952,서귀포뚝배기,37.4918407,127.01035470000001,서울특별시 서초구 반포대로30길 32,일반음식점
14767,14953,서울인삼토계촌(일반음식점),37.566765999999994,126.9127337,서울특별시 마포구 모래내로 89,일반음식점
