,lat,lon,place_name,total_facility_available_name,large_range_category
34046,37.47115581543971,126.8989096233718,은하장여관,객실 및 침실,일반숙박시설
40132,37.506762,127.105286,국민연금본부회관 화장실,객실 및 침실,화장실
29198,37.53433070123847,126.95867169533994,세검정모텔,객실 및 침실,일반숙박시설
40140,37.501287,127.12703799999998,경찰병원 화장실,객실 및 침실,화장실
40142,37.50137,127.108678,강동송파교육지원청 화장실,객실 및 침실,화장실
18813,37.53408430699921,127.0676312012205,군자동극장,객실 및 침실,영화관/공연장
22119,37.61982824130036,127.05759144242985,동해문화예술관,객실 및 침실,영화관/공연장
40156,37.495107,127.122426,송파구  공영차고지 화장실,객실 및 침실,화장실
25669,37.50050421510755,127.02590222082449,사랑의복지관,객실 및 침실,복지시설
40159,37.5073,127.11663600000001,시설관리공단 화장실,객실 및 침실,화장실
40220,37.504757,127.08773799999999,서울초이스병원(임정애 메이저) 화장실,객실 및 침실,화장실
40172,37.49061,127.157521,마천119안전센터 화장실,객실 및 침실,화장실
40187,37.508236,127.10388700000001,거여119안전센터 화장실,객실 및 침실,화장실
25686,37.547005120265815,127.14364149310327,사랑플러스빌딩,객실 및 침실,종합병원
34096,37.63655849704024,127.0695910964754,을지병원,객실 및 침실,종합병원
17629,37.48003154933968,126.90643195129049,고려수요양병원 금천점,객실 및 침실,종합병원
16583,37.5457743450545,126.97482444506555,갈월동 종합사회복지관,객실 및 침실,복지시설
40202,37.492979,127.15016200000001,잠실119안전센터 화장실,객실 및 침실,화장실
27497,37.60381835802252,127.01329062070862,서울 숭덕초등학교,객실 및 침실,학교
19924,37.50139543076221,127.03579126882856,노블레스 호텔(구 베니스모텔),객실 및 침실,일반숙박시설
40218,37.506991,127.089909,가락119안전센터 화장실,객실 및 침실,화장실
27507,37.6510238921781,127.02794427819036,서울숭미초등학교 교무실,객실 및 침실,학교
19866,37.506280656206656,127.02935147679716,노보텔 엠베스더 강남,객실 및 침실,일반숙박시설
22337,37.559281293278154,126.84571422080973,등촌동 병원,객실 및 침실,종합병원
20036,37.65023585990375,127.08026925498872,노원문화예술회관,객실 및 침실,영화관/공연장
22571,37.541438133414665,126.97214193351007,레인보우호텔,객실 및 침실,일반숙박시설
30329,37.570695972747174,126.913798664514,시립서대문농아인복지관,객실 및 침실,복지시설
31512,37.51598929074161,127.1136657207006,아테네,객실 및 침실,일반숙박시설
31502,37.566496338001926,127.00267128571907,아카시아호텔,객실 및 침실,일반숙박시설
18331,37.48682257702298,126.89082890797512,구로종합사회복지관,객실 및 침실,복지시설
41670,37.512386,127.099356,진양주유소 화장실,객실 및 침실,화장실
23746,37.519559555079546,126.90988025778273,모텔CF,객실 및 침실,일반숙박시설
22890,37.515315497476045,127.1096876572228,루이체,객실 및 침실,일반숙박시설
26753,37.5328698484637,126.88569771419348,서울경인초등학교,객실 및 침실,학교
31528,37.55840541474453,126.92853499410305,아트레온,객실 및 침실,영화관/공연장
22593,37.51770451508866,126.9112353596125,렉서스모텔,객실 및 침실,일반숙박시설
30364,37.60014299407861,126.91740200235802,시안모텔,객실 및 침실,일반숙박시설
22608,37.51436993508075,127.02053196324695,렉스관광호텔,객실 및 침실,일반숙박시설
20905,37.50992549768564,126.93042710651699,대방종합사회복지관,객실 및 침실,복지시설
26777,37.627549240998505,127.07450822196849,서울공연초등학교,객실 및 침실,학교
31355,37.575519608158665,126.98367602230213,아비숑 모텔,객실 및 침실,일반숙박시설
31353,37.57221541756576,126.98946346243609,아비숑,객실 및 침실,일반숙박시설
30402,37.49435977566779,126.84104871300134,시티월드,객실 및 침실,종합병원
41737,37.517821999999995,127.10181899999999,대성주유소 화장실,객실 및 침실,화장실
31345,37.53948609572682,127.1256318272838,아비송모텔,객실 및 침실,일반숙박시설
31408,37.56148111491171,126.97768041407629,아이린호텔,객실 및 침실,일반숙박시설
31344,37.56279031710285,127.03352071086559,아모렉스 관광호텔,객실 및 침실,일반숙박시설
31536,37.486955204630796,127.0128944975659,아트호텔,객실 및 침실,일반숙박시설
30292,37.609298609165,127.09490307049442,시립대종합사회복지관,객실 및 침실,복지시설
31761,37.5544297915077,127.01003607699649,약수JK빌딩,객실 및 침실,종합병원
20739,37.5152374951721,127.1082939963578,닷컴,객실 및 침실,일반숙박시설
17126,37.64583830000001,127.00623440000004,강북청소년수련관,객실 및 침실,수련시설
22542,37.53029008470089,126.92196830132187,랙싱턴호텔,객실 및 침실,일반숙박시설
26648,37.55947159082256,126.95703708357377,서대문장애인종합복지관(북아현동주민센터),객실 및 침실,복지시설
31699,37.5311762106343,127.03301328155595,압구정고등학교,객실 및 침실,학교
30238,37.55109644167493,127.07159835340424,시립광진노인종합복지관 A동,객실 및 침실,복지시설
41566,37.50763,127.109816,인광주유소 화장실,객실 및 침실,화장실
31678,37.52508966110562,127.03072089909469,압구정CGV,객실 및 침실,영화관/공연장
41638,37.498954,127.117173,완불주유소 화장실,객실 및 침실,화장실
27081,37.56438719118553,126.98586522226059,서울로얄호텔,객실 및 침실,영화관/공연장
18475,37.53368613841085,126.95072053962977,구립용산장애인복지관,객실 및 침실,복지시설
42275,37.516964,127.12333500000001,거여1동주민센터 화장실,객실 및 침실,화장실
31611,37.571289255495024,126.99016994422348,알리앙스,객실 및 침실,일반숙박시설
30261,37.52128419039926,126.91243020912836,시립노숙인복지시설 보현의집,객실 및 침실,복지시설
26680,37.527019554544815,126.89633636841069,서림장모텔,객실 및 침실,일반숙박시설
22560,37.50687183294708,127.10099375060535,레이크관광호텔,객실 및 침실,일반숙박시설
31588,37.516824834539435,126.90618242477595,안세빌딩,객실 및 침실,종합병원
23756,37.47872367116141,126.89013521229192,모텔리치,객실 및 침실,일반숙박시설
23755,37.51754234826625,126.91125365026848,모텔 P.X,객실 및 침실,일반숙박시설
31658,37.557968244483426,127.13144846416485,암사 재활원,객실 및 침실,복지시설
20208,37.502698824341415,127.03974112249331,녹스호텔,객실 및 침실,일반숙박시설
22867,37.51131078364221,127.09814039543262,롯데월드,객실 및 침실,영화관/공연장
31331,37.57141896534532,126.98977599979948,아마레호텔,객실 및 침실,일반숙박시설
31048,37.51592438141984,127.10989667740256,싼타페호텔,객실 및 침실,일반숙박시설
26908,37.673594909847424,127.05845817832814,서울노원초등학교,객실 및 침실,학교
17280,37.51853410945677,126.90741552846356,갤러리모텔,객실 및 침실,일반숙박시설
22832,37.536632041414045,127.12533738826764,롯데시네마(씨네 일레븐 14관),객실 및 침실,영화관/공연장
30949,37.515031987823406,127.10837966471169,실론 호텔,객실 및 침실,일반숙박시설
30944,37.48294075103726,126.94110275358429,실로암시각장애인복지관,객실 및 침실,복지시설
17297,37.495973318986884,126.84568623757664,갤러리아호텔,객실 및 침실,일반숙박시설
26929,37.58564377691853,126.9687741839122,서울농학교,객실 및 침실,학교
18351,37.4831824420615,126.8988572415558,구로호텔,객실 및 침실,일반숙박시설
22694,37.511268028156174,127.08343195942776,로즈마리,객실 및 침실,일반숙박시설
20187,37.60271099417693,126.9317812647442,녹번종합사회복지관,객실 및 침실,복지시설
26937,37.6872327126115,127.04926750406996,서울누원초등학교,객실 및 침실,학교
22805,37.51566911683294,126.90766791705948,롯데백화점 영등포점,객실 및 침실,영화관/공연장
42073,37.51894,127.115517,가락종합사회복지관 화장실,객실 및 침실,화장실
42012,37.489731,127.111309,송파여성문화회관 화장실 화장실,객실 및 침실,화장실
30840,37.5589747524222,126.94145945501766,신촌민자역사(메가박스),객실 및 침실,영화관/공연장
17312,37.5158147899758,127.11146653105864,갤러리 호텔,객실 및 침실,일반숙박시설
26965,37.494711905100964,127.065026466778,서울대곡초등학교,객실 및 침실,학교
23693,37.474949317753776,126.98088519078196,명작모텔,객실 및 침실,일반숙박시설
26977,37.61236603613672,126.92586935917255,서울대은초등학교,객실 및 침실,학교
22766,37.56596788090347,126.80077792802679,롯데몰,객실 및 침실,영화관/공연장
22617,37.53814559105536,127.13836541882624,렉스모텔,객실 및 침실,일반숙박시설
31100,37.568604335993854,126.99074984658421,써튼호텔,객실 및 침실,일반숙박시설
23709,37.49416075661188,126.8993716567622,명지성묘,객실 및 침실,종합병원
31325,37.572706027669284,126.99942494669077,아마가호텔,객실 및 침실,일반숙박시설
31318,37.54920005176802,126.91638545592916,아름뜰(홀트아동복지회),객실 및 침실,복지시설
22619,37.5182338917165,126.91068724580073,렉스빌모텔,객실 및 침실,일반숙박시설
26830,37.46828596790833,127.03306699554705,서울교육문화회관,객실 및 침실,영화관/공연장
22624,37.556608606934425,126.93769031178549,렉시호텔,객실 및 침실,일반숙박시설
31287,37.63248648305026,127.02206437733852,아름다운교회사랑의집,객실 및 침실,복지시설
22632,37.59385648767496,127.01726100982971,로데오모텔,객실 및 침실,일반숙박시설
23721,37.49397716694457,126.89962520338574,명지성묘 별관,객실 및 침실,종합병원
31254,37.519825616969094,126.90905190306154,아로마모텔,객실 및 침실,일반숙박시설
26897,37.663726523222905,127.06684648280256,서울노원지역자활센터,객실 및 침실,복지시설
27028,37.56812375256784,127.03510779621979,서울동명초등학교,객실 및 침실,학교
31184,37.5397309792352,127.12580875141914,씨에프모텔,객실 및 침실,일반숙박시설
22650,37.485135240082606,127.01221578150476,로미오모텔,객실 및 침실,일반숙박시설
31183,37.515359744823996,127.10860636417559,씨에스타호텔,객실 및 침실,일반숙박시설
22651,37.511006824397505,127.08071259574746,로보그라드모텔,객실 및 침실,일반숙박시설
31150,37.52289661859363,127.03701422852512,씨네시티빌딩,객실 및 침실,영화관/공연장
17254,37.48495875558483,127.05940537038772,개포고등학교,객실 및 침실,학교
30543,37.60581978854393,127.09160988237798,신내종합사회복지관,객실 및 침실,복지시설
22847,37.55724633358884,126.92498689996236,롯데시네마홍대관입구관,객실 및 침실,영화관/공연장
31118,37.4963086044978,126.8457714914862,쎄비앙,객실 및 침실,일반숙박시설
31220,37.603360332722346,127.03321728798107,아도카모텔,객실 및 침실,일반숙박시설
29828,37.64256756576402,127.01683718170229,수유종합사회복지관,객실 및 침실,복지시설
30173,37.593424078286034,127.01679892811285,시네마호텔,객실 및 침실,일반숙박시설
26617,37.580605254328255,126.93353130974691,서대문문화체육회관,객실 및 침실,영화관/공연장
16976,37.61633878840478,127.03098946337694,강북구립보호작업장,객실 및 침실,복지시설
32354,37.570482008897095,126.92226597746088,열린여성센터,객실 및 침실,복지시설
29948,37.534280205056426,127.00387848598398,순천향대학교병원,객실 및 침실,종합병원
42458,37.502635,127.12784099999999,삼전동주민센터 화장실,객실 및 침실,화장실
22433,37.49765595023511,127.03045182098198,라누이 아모르 모텔,객실 및 침실,일반숙박시설
32287,37.561407126853716,126.9408237307159,연세의료원 의과대학교수연구동,객실 및 침실,학교
29981,37.515048981349004,127.10949271404793,쉐르빌호텔,객실 및 침실,일반숙박시설
41212,37.495332,127.14081200000001,서울병원 화장실,객실 및 침실,화장실
23804,37.525843326684615,126.86954915301556,목동 K.T,객실 및 침실,영화관/공연장
27226,37.66413241857218,127.04728468174284,서울문화고등학교,객실 및 침실,학교
32274,37.60615009391692,126.9333953356898,연세에덴요양병원,객실 및 침실,종합병원
15045,37.485281715327524,126.931354504847,(주)관전인베스트먼트,객실 및 침실,일반숙박시설
32253,37.530967347037155,126.85343867486813,연세대학교강서지역자활센타,객실 및 침실,복지시설
29994,37.516183985495694,127.1135845739304,쉴 모텔(구 페리온),객실 및 침실,일반숙박시설
29996,37.569429631421386,126.990541466621,쉴호텔,객실 및 침실,일반숙박시설
32239,37.56593156944718,126.8520707894286,연세가양4종합복지관,객실 및 침실,복지시설
42425,37.513884000000004,127.106397,송파2동주민센터 화장실,객실 및 침실,화장실
20076,37.62924793057825,127.0596650314527,노원제1장애인주간보호소,객실 및 침실,복지시설
17010,37.64098942633013,127.01387735123377,강북문화예술화관,객실 및 침실,영화관/공연장
41252,37.50277,127.09253799999999,힘찬병원 화장실,객실 및 침실,화장실
29986,37.53883250087944,127.12682104945921,쉴모텔,객실 및 침실,일반숙박시설
27199,37.558713415016726,127.15309397367679,서울묘곡초등학교,객실 및 침실,학교
22416,37.52975098183508,126.86087624972069,따스한봄날처럼,객실 및 침실,종합병원
22990,37.65381977005024,127.05161159331509,리젠트호텔,객실 및 침실,일반숙박시설
40974,37.50275,127.12838899999998,효창빌딩 화장실,객실 및 침실,화장실
27275,37.481585344616796,126.9117077397649,서울본병원 구강남중앙병원,객실 및 침실,종합병원
32757,37.527073608816046,126.87074619293999,예술인센터,객실 및 침실,영화관/공연장
21071,37.50199281973383,127.02524227413288,대준산업주식회사,객실 및 침실,종합병원
32650,37.517518600646746,126.90847102437628,영화호텔,객실 및 침실,일반숙박시설
26260,37.500138223984386,126.9209502154868,상도종합사회복지관,객실 및 침실,복지시설
29839,37.62366545742876,127.01217951071285,수유중학교,객실 및 침실,학교
27259,37.629025569939756,127.04003939095571,서울번동초등학교,객실 및 침실,학교
18607,37.5651938759843,126.96544140920116,구세군144주년기념빌딩,객실 및 침실,영화관/공연장
32391,37.51036082715669,126.84315021326874,열방교회사회복지관,객실 및 침실,복지시설
32615,37.47888967619931,126.89432715056292,영진오피스,객실 및 침실,종합병원
22367,37.55976671198128,126.80807868700708,디아망호텔,객실 및 침실,일반숙박시설
26280,37.604109716477396,126.9551587033551,상명대학교 대학원,객실 및 침실,학교
20686,37.475205204561405,126.98088512561226,다이나모텔,객실 및 침실,일반숙박시설
32538,37.480484024671945,127.03841785614642,영산문화재단,객실 및 침실,영화관/공연장
29904,37.491474460406096,127.0526123559298,숙명여자고등학교,객실 및 침실,학교
27245,37.66381989999999,127.0308996,서울방학초등학교,객실 및 침실,학교
27237,37.621531701672396,127.0141319970728,서울미양초등학교,객실 및 침실,학교
