,place_id,place_name,lat,lng,place_address,category,facility_id,facility_available_name,facility_is_available
14574,20073,CGV,37.5284437241851,127.12535988866115,서울특별시 강동구 성내로 48,영화관/공연장,200516,자동 판매기,
14587,20074,CGV구로14,37.50115888382457,126.88277403171672,서울특별시 구로구 구로중앙로 152,영화관/공연장,200535,자동 판매기,
14600,20075,CGV상암14,37.5635262478331,126.89843632998341,서울특별시 마포구 월드컵로 244,영화관/공연장,200554,자동 판매기,
14611,20076,CGV용산 11,37.5297699998206,126.96474274881271,서울특별시 용산구 한강대로23길 55,영화관/공연장,200573,자동 판매기,
14856,20194,KBS방송국 서울별관,37.518711488257054,126.92941898842821,서울특별시 영등포구 여의대방로 359,영화관/공연장,201423,자동 판매기,
14881,20201,KH바텍사옥,37.48223033295346,127.01273992010954,서울특별시 서초구 반포대로 18,영화관/공연장,201494,자동 판매기,
15172,20378,VERTIGO빌딩,37.55634170573935,126.93730121307377,서울특별시 서대문구 연세로 8-1,영화관/공연장,202718,자동 판매기,
15292,20429,㈜에니웍스,37.5836476795585,127.00231413577556,서울특별시 종로구 동숭길 144,영화관/공연장,203053,자동 판매기,
15369,20450,가나안의집,37.54459718097464,127.13799260844502,서울특별시 강동구 천중로35길 73-7,복지시설,203200,자동 판매기,
15414,20478,가브리엘의집,37.550762417383105,126.97550629168234,서울특별시 용산구 후암로35길 22-23,복지시설,203483,자동 판매기,
15509,20531,갈월동 종합사회복지관,37.5457743450545,126.97482444506555,서울특별시 용산구 두텁바위로 25,복지시설,203968,자동 판매기,
15538,20541,갑을복지재단 재활센터,37.477704626550576,126.91785350660135,서울특별시 관악구 난우16길 13-7,복지시설,204088,자동 판매기,
15559,20556,강남구 직업재활센터,37.48284587857757,127.07937075395105,서울특별시 강남구 광평로64길 22,복지시설,204245,자동 판매기,
15591,20573,강남스포츠문화센터,37.488992130621185,127.10528001613348,서울특별시 강남구 밤고개로1길  52,보건소,204479,자동 판매기,
15616,20582,강남장애인복지관,37.49471831292079,127.0834994877244,서울특별시 강남구 개포로 645,복지시설,204571,자동 판매기,
15636,20585,강남종합사회복지관,37.49198231160321,127.07346872881212,서울특별시 강남구 개포로 605,복지시설,204610,자동 판매기,
15700,20611,강동미르사랑 데이케어센터,37.5351413199334,127.1461259743747,서울특별시 강동구 천호대로 1214,복지시설,204944,자동 판매기,
15765,20647,강북구립보호작업장,37.61633878840478,127.03098946337694,서울특별시 강북구 오현로 1-,복지시설,205292,자동 판매기,
15788,20656,강북문화예술화관,37.64098942633013,127.01387735123377,서울특별시 강북구 삼각산로 85,영화관/공연장,205406,자동 판매기,
15826,20670,강북장애인복지관,37.61636736511229,127.03194543709392,서울특별시 강북구 오현로 18,복지시설,205548,자동 판매기,
15838,20671,강북제일교회사회복지시설,37.62800238404007,127.02595546516173,서울특별시 강북구 도봉로 214,복지시설,205571,자동 판매기,
15870,20688,강서구보건소 화곡보건분소,37.53546719917196,126.84109727614859,서울특별시 강서구 월정로30길 96,보건소,205753,자동 판매기,
16164,20898,경희대학교우체국,37.59109845709271,127.03719743902364,서울특별시 동대문구 회기로 1,우체국,207704,자동 판매기,
16177,20911,고덕1동 주민센터,37.557338443456544,127.15173757426365,서울특별시 강동구 고덕로61길 61,지역자치센터,207816,자동 판매기,
16238,20960,골든시네마,37.47744337707189,126.98128703356329,서울특별시 동작구 동작대로 8,영화관/공연장,208306,자동 판매기,
16268,20981,공덕동자치회관,37.54222951467874,126.95548998908842,서울특별시 마포구 백범로 227,지역자치센터,208467,자동 판매기,
16286,20991,공릉종합사회복지관,37.62958831565961,127.06985648241071,서울특별시 노원구 동일로 1127,복지시설,208583,자동 판매기,
16433,21089,광야홈리스센터,37.5162599,126.90519010000004,서울특별시 영등포구 영등포4가 423-37,복지시설,209452,자동 판매기,
16483,21115,광진구 공연장,37.546422028385436,127.10928510725678,서울특별시 광진구 구천면로 24,영화관/공연장,209702,자동 판매기,
16511,21129,광진종합문화센터,37.53651137862957,127.09648076709179,서울특별시 광진구 광나루로56길 67,영화관/공연장,209884,자동 판매기,
16538,21147,교남소망의집,37.54796965087783,126.85235072276943,서울특별시 강서구 까치산로22길 38,복지시설,210085,자동 판매기,
16569,21155,교육관,37.54296419099017,127.09443419719764,서울특별시 광진구 워커힐로 3,복지시설,210173,자동 판매기,
