,place_id,place_name,lat,lng,place_address,category,facility_id,facility_available_name,facility_is_available
14568,20073,CGV,37.5284437241851,127.12535988866115,서울특별시 강동구 성내로 48,영화관/공연장,200524,접수대 및 작업대,
14580,20074,CGV구로14,37.50115888382457,126.88277403171672,서울특별시 구로구 구로중앙로 152,영화관/공연장,200544,접수대 및 작업대,
14592,20075,CGV상암14,37.5635262478331,126.89843632998341,서울특별시 마포구 월드컵로 244,영화관/공연장,200562,접수대 및 작업대,
14603,20076,CGV용산 11,37.5297699998206,126.96474274881271,서울특별시 용산구 한강대로23길 55,영화관/공연장,200582,접수대 및 작업대,
14853,20194,KBS방송국 서울별관,37.518711488257054,126.92941898842821,서울특별시 영등포구 여의대방로 359,영화관/공연장,201431,접수대 및 작업대,
14874,20201,KH바텍사옥,37.48223033295346,127.01273992010954,서울특별시 서초구 반포대로 18,영화관/공연장,201502,접수대 및 작업대,
15164,20378,VERTIGO빌딩,37.55634170573935,126.93730121307377,서울특별시 서대문구 연세로 8-1,영화관/공연장,202726,접수대 및 작업대,
15287,20429,㈜에니웍스,37.5836476795585,127.00231413577556,서울특별시 종로구 동숭길 144,영화관/공연장,203062,접수대 및 작업대,
15358,20450,가나안의집,37.54459718097464,127.13799260844502,서울특별시 강동구 천중로35길 73-7,복지시설,203212,접수대 및 작업대,
15411,20478,가브리엘의집,37.550762417383105,126.97550629168234,서울특별시 용산구 후암로35길 22-23,복지시설,203494,접수대 및 작업대,
15502,20531,갈월동 종합사회복지관,37.5457743450545,126.97482444506555,서울특별시 용산구 두텁바위로 25,복지시설,203979,접수대 및 작업대,
15531,20541,갑을복지재단 재활센터,37.477704626550576,126.91785350660135,서울특별시 관악구 난우16길 13-7,복지시설,204100,접수대 및 작업대,
15552,20556,강남구 직업재활센터,37.48284587857757,127.07937075395105,서울특별시 강남구 광평로64길 22,복지시설,204257,접수대 및 작업대,
15589,20573,강남스포츠문화센터,37.488992130621185,127.10528001613348,서울특별시 강남구 밤고개로1길  52,보건소,204484,접수대 및 작업대,
15609,20582,강남장애인복지관,37.49471831292079,127.0834994877244,서울특별시 강남구 개포로 645,복지시설,204583,접수대 및 작업대,
15628,20585,강남종합사회복지관,37.49198231160321,127.07346872881212,서울특별시 강남구 개포로 605,복지시설,204621,접수대 및 작업대,
